Model,Train Accuracy,Train AUC,Train Sensitivity,Train Specificity,Train MCC,Train Kappa,Test Accuracy,Test AUC,Test Sensitivity,Test Specificity,Test MCC,Test Kappa
CatBoost,0.5796768707482993,0.8485276141526142,0.5796768707482993,0.5866501365781078,0.4489586875651817,0.4402034747775435,0.5901639344262295,0.8283212560386474,0.5901639344262295,0.5785708987251899,0.4540240429251747,0.45320903549659375
