Model,Train Accuracy,Train AUC,Train Sensitivity,Train Specificity,Train MCC,Train Kappa,Test Accuracy,Test AUC,Test Sensitivity,Test Specificity,Test MCC,Test Kappa
CatBoost,0.6090986394557824,0.8495341495341495,0.6090986394557824,0.6001705097623464,0.48448619414308636,0.47914954422271483,0.6065573770491803,0.8586503623188406,0.6065573770491803,0.585422693667631,0.48045293514683435,0.47508067407673005
